player_name,slug,team,profile_id,headshot_id,image_filename,image_url,status
William O Rourke,william-o-rourke,,22385,3398,,https://documents.iplt20.com/ipl/IPLHeadshot2025/3398.png,linked
Wriddiman Saha,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Wriddhiman_Saha.jpg/330px-Wriddhiman_Saha.jpg,manual
Xavier Bartlett,xavier-bartlett,punjab-kings,22112,3572,xavier-bartlett_3572.png,https://documents.iplt20.com/ipl/IPLHeadshot2026/3572.png,downloaded
Yash Dayal,yash-dayal,royal-challengers-bengaluru,20591,978,yash-dayal_978.png,https://documents.iplt20.com/ipl/IPLHeadshot2026/978.png,downloaded
Yash Raj Punja,yash-raj-punja,rajasthan-royals,23016,4553,yash-raj-punja_4553.png,https://documents.iplt20.com/ipl/IPLHeadshot2026/4553.png,downloaded
Yash Thakur,yash-thakur,punjab-kings,5624,1550,yash-thakur_1550.png,https://documents.iplt20.com/ipl/IPLHeadshot2026/1550.png,downloaded
Yashashvi Jaiswal,yashasvi-jaiswal,rajasthan-royals,13538,533,yashasvi-jaiswal_533.png,https://documents.iplt20.com/ipl/IPLHeadshot2026/533.png,alias
Yashasvi Jaiswal,yashasvi-jaiswal,rajasthan-royals,13538,533,yashasvi-jaiswal_533.png,https://documents.iplt20.com/ipl/IPLHeadshot2026/533.png,downloaded
Yudhvir Singh Charak,yudhvir-singh-charak,rajasthan-royals,10842,587,yudhvir-singh-charak_587.png,https://documents.iplt20.com/ipl/IPLHeadshot2026/587.png,downloaded
Yuvraj Chaudhary,yuvraj-chaudhary,,22124,3564,,https://documents.iplt20.com/ipl/IPLHeadshot2025/3564.png,linked
Yuzvendra Chahal,yuzvendra-chahal,punjab-kings,111,10,yuzvendra-chahal_10.png,https://documents.iplt20.com/ipl/IPLHeadshot2026/10.png,downloaded
Zak Foulkes,zak-foulkes,chennai-super-kings,23022,3493,zak-foulkes_3493.png,https://documents.iplt20.com/ipl/IPLHeadshot2026/3493.png,downloaded
Zeeshan Ansari,zeeshan-ansari,sunrisers-hyderabad,22007,3575,zeeshan-ansari_3575.png,https://documents.iplt20.com/ipl/IPLHeadshot2026/3575.png,downloaded
